2019/4/11,writing,1,140,5,9:30,10:15
2019/4/11,writing,1,50,5,9:30,9:40
2019/4/11,writing,1,37,5,9:30,10:01
2019/4/11,writing,1,96,5,9:30,10:11
2019/4/11,writing,1,116,5,9:30,10:15
2019/4/11,writing,1,92,5,9:30,9:43
2019/4/11,writing,1,144,5,9:30,10:12
2019/4/11,writing,1,137,5,9:30,9:50
2019/4/11,writing,1,74,5,9:30,10:12
2019/4/11,writing,1,47,5,9:30,10:17
2019/4/11,writing,1,43,5,9:30,9:56
2019/4/11,writing,1,65,5,9:30,10:14
2019/4/11,writing,1,120,5,9:30,9:44
2019/4/11,writing,1,12,5,9:30,10:12
2019/4/11,writing,1,126,5,9:30,9:58
2019/4/11,writing,1,30,5,9:30,9:35
2019/4/11,writing,1,41,5,9:30,10:07
2019/4/11,writing,1,40,5,9:30,9:40
2019/4/11,writing,1,63,5,9:30,10:16
2019/4/11,writing,1,109,5,9:30,10:10
2019/4/11,writing,1,5,5,9:30,10:15
2019/4/11,writing,1,89,5,9:30,10:10
2019/4/11,writing,1,58,5,9:30,10:03
2019/4/11,writing,1,94,5,9:30,10:05
2019/4/11,writing,1,99,5,9:30,10:04
2019/4/11,writing,1,90,5,9:30,10:15
2019/4/11,writing,1,127,5,9:30,10:17
2019/4/11,writing,1,64,5,9:30,9:39
2019/4/11,writing,1,93,5,9:30,9:57
2019/4/11,writing,1,91,5,9:30,10:03
2019/4/11,writing,1,122,5,9:30,10:11
2019/4/11,writing,1,3,5,9:30,10:05
2019/4/11,writing,1,18,5,9:30,10:03
2019/4/11,writing,1,60,5,9:30,10:17
2019/4/11,writing,1,115,5,9:30,10:13
2019/4/11,writing,1,118,5,9:30,10:15
2019/4/11,writing,1,34,5,9:30,10:15
2019/4/11,writing,1,49,5,9:30,10:17
2019/4/11,writing,1,112,5,9:30,10:10
2019/4/11,writing,1,61,5,9:30,10:14
2019/4/11,writing,1,119,5,9:30,10:01
2019/4/11,writing,1,136,5,9:30,10:14
2019/4/11,writing,1,33,5,9:30,10:10
2019/4/11,writing,1,45,5,9:30,10:16
2019/4/11,writing,1,108,5,9:30,10:18
2019/4/11,writing,1,39,5,9:30,10:14
2019/4/11,writing,1,46,5,9:30,10:10
2019/4/11,writing,1,124,5,9:30,10:02
2019/4/11,writing,1,132,5,9:30,10:14
2019/4/11,writing,1,29,5,9:30,10:00
2019/4/11,writing,1,35,5,9:30,10:18
2019/4/11,writing,1,128,5,9:30,10:09
2019/4/11,writing,1,133,5,9:30,10:16
2019/4/11,writing,1,82,5,9:30,10:16
2019/4/11,writing,1,69,5,9:30,9:58
2019/4/11,writing,1,111,5,9:30,10:01
2019/4/11,writing,1,101,5,9:30,10:16
2019/4/11,writing,1,6,5,9:30,10:01
2019/4/11,writing,1,67,5,9:30,10:10
2019/4/11,writing,1,77,5,9:30,10:03
2019/4/11,writing,1,141,5,9:30,10:14
2019/4/11,writing,1,48,5,9:30,10:15
